customer_id,signup_date,acquisition_channel,country,device_type,customer_segment,base_aov,repeat_score,discount_probability,refund_probability,total_orders,total_revenue,total_profit,avg_order_value,total_refunds,discount_order_rate,first_order_date,last_order_date,customer_lifetime_days,repeat_customer
C03002,2024-05-07,Organic,UK,Desktop,Promo Shoppers,82.15,2.64,0.66,0.08,4,258.66999999999996,93.27,64.66749999999999,0.0,0.75,2024-05-07,2024-11-19,196,True
C03003,2025-02-07,Organic,UK,Mobile,One-Time Buyers,85.71,1.21,0.43,0.07,1,68.22,30.68,68.22,0.0,0.0,2025-02-07,2025-02-07,0,False
C03004,2025-02-01,Referral,France,Mobile,Seasonal Gifters,123.97,2.25,0.27,0.04,1,127.35,69.35,127.35,0.0,0.0,2025-02-01,2025-02-01,0,False
C03005,2025-01-29,Organic,Germany,Desktop,VIP Loyalists,148.92,6.05,0.14,0.03,4,672.03,396.37,168.0075,0.0,0.0,2025-01-29,2025-05-04,95,True
C03006,2025-05-03,Organic,UK,Mobile,Seasonal Gifters,126.08,1.98,0.28,0.04,1,140.86,61.87,140.86,0.0,0.0,2025-05-03,2025-05-03,0,False
C03007,2025-01-19,Email,UK,Tablet,Promo Shoppers,78.75,3.48,0.59,0.08,4,222.01,108.84,55.5025,0.0,0.5,2025-01-19,2025-06-25,157,True
C03008,2025-06-21,Facebook,US,Desktop,Seasonal Gifters,63.0,1.26,0.41,0.04,1,80.1,35.08,80.1,0.0,0.0,2025-06-21,2025-06-21,0,False
C03009,2024-05-10,Email,UK,Mobile,Steady Repeaters,93.45,4.64,0.21,0.05,4,311.40999999999997,148.86,77.85249999999999,0.0,0.25,2024-05-10,2024-10-07,150,True
C03010,2024-09-22,Organic,US,Mobile,One-Time Buyers,79.63,1.21,0.43,0.07,1,72.7,27.47,72.7,0.0,0.0,2024-09-22,2024-09-22,0,False
C03011,2024-05-20,Referral,France,Desktop,Steady Repeaters,105.29,4.0,0.23,0.05,3,278.12,116.13,92.70666666666666,0.0,0.3333333333333333,2024-05-20,2024-07-30,71,True
C03012,2024-02-02,Email,UK,Desktop,Seasonal Gifters,152.53,2.61,0.26,0.04,3,429.58000000000004,94.84,143.19333333333336,118.69,0.3333333333333333,2024-02-02,2024-05-25,113,True
C03013,2024-02-03,Google,US,Mobile,Steady Repeaters,100.62,3.2,0.25,0.05,3,261.96,119.93,87.32,0.0,0.6666666666666666,2024-02-03,2024-04-10,67,True
C03014,2024-10-22,Organic,France,Desktop,VIP Loyalists,153.01,6.05,0.14,0.03,3,658.61,395.11,219.53666666666666,0.0,0.0,2024-10-22,2024-12-25,64,True
C03015,2024-07-29,Organic,US,Mobile,Steady Repeaters,62.43,3.52,0.24,0.05,3,153.36,78.94999999999999,51.120000000000005,0.0,0.0,2024-07-29,2024-10-18,81,True
C03016,2025-06-30,Facebook,UK,Mobile,Steady Repeaters,95.49,2.24,0.34,0.05,1,78.58,43.05,78.58,0.0,1.0,2025-06-30,2025-06-30,0,False
C03017,2024-09-19,Facebook,US,Mobile,Promo Shoppers,86.07,1.68,0.9,0.08,2,149.91,8.629999999999999,74.955,41.64,0.5,2024-09-19,2024-11-15,57,True
C03018,2024-06-30,Facebook,US,Mobile,Steady Repeaters,65.02,2.24,0.34,0.05,1,58.21,30.11,58.21,0.0,0.0,2024-06-30,2024-06-30,0,False
C03019,2024-08-21,Email,UK,Mobile,Seasonal Gifters,82.38,2.61,0.26,0.04,1,68.9,35.6,68.9,0.0,0.0,2024-08-21,2024-08-21,0,False
C03020,2024-12-08,Google,UK,Mobile,One-Time Buyers,73.19,1.1,0.45,0.07,1,79.24,33.19,79.24,0.0,1.0,2024-12-08,2024-12-08,0,False
C03021,2025-03-24,Google,US,Mobile,One-Time Buyers,67.8,1.1,0.45,0.07,1,51.65,12.25,51.65,0.0,1.0,2025-03-24,2025-03-24,0,False
C03022,2024-09-06,Facebook,UK,Mobile,One-Time Buyers,52.35,0.77,0.61,0.07,1,48.54,29.79,48.54,0.0,0.0,2024-09-06,2024-09-06,0,False
C03023,2024-03-30,Email,US,Desktop,One-Time Buyers,61.87,1.59,0.38,0.07,1,44.53,19.36,44.53,0.0,0.0,2024-03-30,2024-03-30,0,False
C03024,2024-08-06,Email,UK,Desktop,Promo Shoppers,88.94,3.48,0.59,0.08,4,328.51,138.57999999999998,82.1275,0.0,0.75,2024-08-06,2025-01-18,165,True
C03025,2024-08-12,Google,UK,Mobile,One-Time Buyers,62.13,1.1,0.45,0.07,1,44.44,12.26,44.44,0.0,1.0,2024-08-12,2024-08-12,0,False
C03026,2024-10-26,Organic,France,Mobile,Promo Shoppers,74.91,2.64,0.66,0.08,4,251.87,115.26,62.9675,0.0,0.75,2024-10-26,2025-05-11,197,True
C03027,2024-08-31,Facebook,Germany,Desktop,Steady Repeaters,79.3,2.24,0.34,0.05,1,87.21,53.16,87.21,0.0,0.0,2024-08-31,2024-08-31,0,False
C03028,2024-10-18,Google,France,Mobile,VIP Loyalists,125.96,5.5,0.15,0.03,5,841.34,463.71000000000004,168.268,0.0,0.0,2024-10-18,2024-12-20,63,True
C03029,2024-11-30,Email,UK,Mobile,One-Time Buyers,79.05,1.59,0.38,0.07,1,69.29,29.52,69.29,0.0,1.0,2024-11-30,2024-11-30,0,False
C03030,2024-01-10,Referral,UK,Desktop,Steady Repeaters,109.91,4.0,0.23,0.05,3,304.09000000000003,132.82,101.36333333333334,0.0,0.3333333333333333,2024-01-10,2024-03-21,71,True
C03031,2024-04-13,Google,UK,Desktop,One-Time Buyers,54.8,1.1,0.45,0.07,1,49.19,24.29,49.19,0.0,1.0,2024-04-13,2024-04-13,0,False
C03032,2024-09-15,Email,Germany,Mobile,Promo Shoppers,73.7,3.48,0.59,0.08,5,266.65999999999997,105.22,53.331999999999994,0.0,0.8,2024-09-15,2025-06-12,270,True
C03033,2024-04-05,Email,US,Mobile,One-Time Buyers,79.16,1.59,0.38,0.07,1,72.51,35.78,72.51,0.0,1.0,2024-04-05,2024-04-05,0,False
C03034,2025-03-23,Organic,UK,Desktop,One-Time Buyers,75.16,1.21,0.43,0.07,1,51.38,13.41,51.38,0.0,1.0,2025-03-23,2025-03-23,0,False
C03035,2024-04-20,Organic,US,Desktop,Steady Repeaters,91.8,3.52,0.24,0.05,1,77.95,42.5,77.95,0.0,1.0,2024-04-20,2024-04-20,0,False
C03036,2024-06-24,Organic,UK,Desktop,VIP Loyalists,118.12,6.05,0.14,0.03,5,572.23,277.52,114.446,0.0,0.2,2024-06-24,2024-11-14,143,True
C03037,2024-10-22,Email,UK,Mobile,One-Time Buyers,68.36,1.59,0.38,0.07,1,68.74,27.61,68.74,0.0,0.0,2024-10-22,2024-10-22,0,False
C03038,2025-02-19,Email,UK,Desktop,Steady Repeaters,130.58,4.64,0.21,0.05,3,423.68,200.76,141.22666666666666,0.0,0.3333333333333333,2025-02-19,2025-05-19,89,True
C03039,2025-05-26,Organic,UK,Desktop,Steady Repeaters,116.66,3.52,0.24,0.05,1,116.95,49.49,116.95,0.0,1.0,2025-05-26,2025-05-26,0,False
C03040,2024-01-29,Referral,UK,Mobile,Steady Repeaters,120.29,4.0,0.23,0.05,5,648.3,339.76,129.66,0.0,0.0,2024-01-29,2024-08-27,211,True
C03041,2024-10-15,Email,UK,Desktop,Promo Shoppers,84.8,3.48,0.59,0.08,1,87.52,46.12,87.52,0.0,0.0,2024-10-15,2024-10-15,0,False
C03042,2025-04-17,Email,UK,Mobile,Seasonal Gifters,118.52,2.61,0.26,0.04,1,96.18,58.28,96.18,0.0,1.0,2025-04-17,2025-04-17,0,False
C03043,2024-04-04,Referral,UK,Tablet,VIP Loyalists,126.85,6.88,0.14,0.03,5,588.59,324.32,117.718,0.0,0.2,2024-04-04,2024-09-13,162,True
C03044,2024-02-11,Google,France,Mobile,One-Time Buyers,47.29,1.1,0.45,0.07,1,33.5,11.23,33.5,0.0,1.0,2024-02-11,2024-02-11,0,False
C03045,2024-12-01,Referral,UK,Desktop,One-Time Buyers,64.25,1.38,0.41,0.07,1,79.74,36.06,79.74,0.0,0.0,2024-12-01,2024-12-01,0,False
C03046,2024-08-08,Organic,UK,Mobile,Promo Shoppers,69.2,2.64,0.66,0.08,3,194.16,84.0,64.72,0.0,0.6666666666666666,2024-08-08,2024-12-15,129,True
C03047,2024-02-08,Referral,UK,Tablet,Seasonal Gifters,93.29,2.25,0.27,0.04,2,161.53,53.81,80.765,0.0,0.5,2024-02-08,2024-06-13,126,True
C03048,2024-03-12,Email,UK,Desktop,Steady Repeaters,123.99,4.64,0.21,0.05,3,375.84,155.95,125.27999999999999,0.0,0.3333333333333333,2024-03-12,2024-07-07,117,True
C03049,2024-12-20,Organic,UK,Mobile,VIP Loyalists,168.15,6.05,0.14,0.03,6,964.29,487.32,160.715,0.0,0.16666666666666666,2024-12-20,2025-06-18,180,True
C03050,2025-06-02,Email,Germany,Mobile,One-Time Buyers,61.72,1.59,0.38,0.07,1,54.06,18.55,54.06,0.0,1.0,2025-06-02,2025-06-02,0,False
C03051,2024-04-24,Email,UK,Desktop,Seasonal Gifters,132.44,2.61,0.26,0.04,4,563.86,291.36,140.965,0.0,0.0,2024-04-24,2025-05-02,373,True
C03052,2025-03-27,Google,UK,Desktop,Seasonal Gifters,101.01,1.8,0.3,0.04,2,151.87,64.5,75.935,0.0,0.5,2025-03-27,2025-06-09,74,True
C03053,2025-06-20,Email,UK,Desktop,Steady Repeaters,116.11,4.64,0.21,0.05,1,154.68,88.35,154.68,0.0,0.0,2025-06-20,2025-06-20,0,False
C03054,2024-03-16,Facebook,US,Mobile,Steady Repeaters,62.51,2.24,0.34,0.05,1,67.03,40.62,67.03,0.0,0.0,2024-03-16,2024-03-16,0,False
C03055,2024-03-15,Email,UK,Mobile,Seasonal Gifters,124.48,2.61,0.26,0.04,1,122.98,67.0,122.98,0.0,0.0,2024-03-15,2024-03-15,0,False
C03056,2024-10-21,Organic,UK,Tablet,Promo Shoppers,74.13,2.64,0.66,0.08,5,326.69,117.54,65.338,0.0,0.8,2024-10-21,2025-05-13,204,True
C03057,2024-03-30,Google,UK,Mobile,Steady Repeaters,86.93,3.2,0.25,0.05,4,354.53999999999996,96.35999999999999,88.63499999999999,76.15,0.0,2024-03-30,2024-08-11,134,True
C03058,2025-05-12,Facebook,UK,Mobile,Promo Shoppers,56.48,1.68,0.9,0.08,1,55.63,12.01,55.63,0.0,1.0,2025-05-12,2025-05-12,0,False
C03059,2024-03-08,Facebook,US,Desktop,One-Time Buyers,58.62,0.77,0.61,0.07,1,40.8,13.26,40.8,0.0,1.0,2024-03-08,2024-03-08,0,False
C03060,2025-04-29,Organic,US,Mobile,Steady Repeaters,94.44,3.52,0.24,0.05,2,219.45,114.46000000000001,109.725,0.0,0.5,2025-04-29,2025-05-30,31,True
C03061,2024-02-27,Google,UK,Mobile,Seasonal Gifters,121.61,1.8,0.3,0.04,3,335.91,34.72,111.97000000000001,144.97,0.3333333333333333,2024-02-27,2024-12-31,308,True
C03062,2025-03-12,Organic,UK,Desktop,Steady Repeaters,122.93,3.52,0.24,0.05,2,248.96999999999997,124.17,124.48499999999999,0.0,0.0,2025-03-12,2025-05-04,53,True
C03063,2025-03-02,Facebook,UK,Mobile,Promo Shoppers,58.77,1.68,0.9,0.08,1,51.45,17.68,51.45,0.0,1.0,2025-03-02,2025-03-02,0,False
C03064,2024-03-13,Email,UK,Desktop,Promo Shoppers,93.42,3.48,0.59,0.08,1,77.94,42.3,77.94,0.0,1.0,2024-03-13,2024-03-13,0,False
C03065,2024-02-26,Google,UK,Desktop,Promo Shoppers,77.83,2.4,0.7,0.08,2,115.5,21.04,57.75,0.0,1.0,2024-02-26,2024-05-07,71,True
C03066,2024-03-18,Facebook,US,Desktop,VIP Loyalists,114.91,3.85,0.2,0.03,2,202.66,96.5,101.33,0.0,0.5,2024-03-18,2024-04-30,43,True
C03067,2025-04-05,Facebook,US,Mobile,Steady Repeaters,85.32,2.24,0.34,0.05,2,163.0,65.15,81.5,0.0,1.0,2025-04-05,2025-05-17,42,True
C03068,2024-04-26,Organic,Germany,Tablet,One-Time Buyers,86.37,1.21,0.43,0.07,1,103.14,57.48,103.14,0.0,0.0,2024-04-26,2024-04-26,0,False
C03069,2025-03-31,Facebook,UK,Desktop,One-Time Buyers,82.27,0.77,0.61,0.07,1,68.24,36.63,68.24,0.0,0.0,2025-03-31,2025-03-31,0,False
C03070,2024-01-31,Facebook,US,Mobile,One-Time Buyers,65.81,0.77,0.61,0.07,1,41.27,12.85,41.27,0.0,1.0,2024-01-31,2024-01-31,0,False
C03071,2024-03-08,Referral,UK,Mobile,Steady Repeaters,113.33,4.0,0.23,0.05,6,710.5,374.32,118.41666666666667,0.0,0.0,2024-03-08,2024-12-05,272,True
C03072,2025-02-26,Organic,US,Tablet,VIP Loyalists,132.3,6.05,0.14,0.03,4,577.97,260.97,144.4925,0.0,0.5,2025-02-26,2025-06-03,97,True
C03073,2024-10-11,Google,US,Mobile,VIP Loyalists,175.12,5.5,0.15,0.03,5,1249.1499999999999,664.9,249.82999999999998,0.0,0.6,2024-10-11,2024-12-18,68,True
C03074,2024-04-14,Organic,UK,Desktop,Promo Shoppers,71.75,2.64,0.66,0.08,4,246.61,103.25,61.6525,0.0,0.75,2024-04-14,2024-09-17,156,True
C03075,2025-04-08,Organic,France,Desktop,Steady Repeaters,83.64,3.52,0.24,0.05,2,141.95,39.8,70.975,26.27,0.5,2025-04-08,2025-06-06,59,True
C03076,2024-12-01,Organic,France,Mobile,Promo Shoppers,85.63,2.64,0.66,0.08,4,320.45,71.74,80.1125,68.24,0.75,2024-12-01,2025-05-21,171,True
C03077,2024-06-23,Organic,UK,Mobile,Steady Repeaters,111.46,3.52,0.24,0.05,5,563.94,187.73,112.78800000000001,52.54,0.2,2024-06-23,2025-02-04,226,True
C03078,2024-03-31,Facebook,UK,Desktop,One-Time Buyers,51.36,0.77,0.61,0.07,1,38.47,12.06,38.47,0.0,1.0,2024-03-31,2024-03-31,0,False
C03079,2025-04-21,Referral,France,Desktop,One-Time Buyers,83.94,1.38,0.41,0.07,1,70.95,36.99,70.95,0.0,0.0,2025-04-21,2025-04-21,0,False
C03080,2025-02-02,Organic,UK,Mobile,Promo Shoppers,82.0,2.64,0.66,0.08,2,118.75,6.540000000000001,59.375,31.92,1.0,2025-02-02,2025-03-20,46,True
C03081,2025-01-06,Email,UK,Mobile,One-Time Buyers,100.74,1.59,0.38,0.07,1,60.95,34.65,60.95,0.0,0.0,2025-01-06,2025-01-06,0,False
C03082,2024-08-15,Facebook,UK,Mobile,Promo Shoppers,70.77,1.68,0.9,0.08,2,112.6,55.16,56.3,0.0,0.5,2024-08-15,2024-10-23,69,True
C03083,2024-05-26,Google,US,Mobile,One-Time Buyers,61.39,1.1,0.45,0.07,1,58.67,2.78,58.67,31.01,0.0,2024-05-26,2024-05-26,0,False
C03084,2024-10-13,Referral,UK,Mobile,Promo Shoppers,56.75,3.0,0.63,0.08,5,245.39,80.44,49.077999999999996,27.06,0.8,2024-10-13,2025-06-11,241,True
C03085,2024-02-29,Referral,UK,Mobile,Steady Repeaters,85.27,4.0,0.23,0.05,3,214.06,110.85,71.35333333333334,0.0,0.3333333333333333,2024-02-29,2024-04-25,56,True
C03086,2025-05-03,Referral,US,Mobile,One-Time Buyers,45.17,1.38,0.41,0.07,1,39.79,12.53,39.79,0.0,0.0,2025-05-03,2025-05-03,0,False
C03087,2025-01-31,Facebook,Germany,Tablet,Seasonal Gifters,130.57,1.26,0.41,0.04,1,98.3,36.26,98.3,0.0,0.0,2025-01-31,2025-01-31,0,False
C03088,2025-02-21,Facebook,US,Desktop,Steady Repeaters,79.78,2.24,0.34,0.05,3,234.54000000000002,125.9,78.18,0.0,0.3333333333333333,2025-02-21,2025-05-16,84,True
C03089,2024-05-25,Facebook,UK,Mobile,Steady Repeaters,80.29,2.24,0.34,0.05,1,70.77,37.09,70.77,0.0,0.0,2024-05-25,2024-05-25,0,False
C03090,2024-05-12,Referral,US,Mobile,One-Time Buyers,64.64,1.38,0.41,0.07,1,57.06,30.44,57.06,0.0,1.0,2024-05-12,2024-05-12,0,False
C03091,2024-09-18,Referral,France,Tablet,VIP Loyalists,144.93,6.88,0.14,0.03,7,1149.64,539.88,164.23428571428573,0.0,0.0,2024-09-18,2025-05-06,230,True
C03092,2025-02-18,Organic,France,Mobile,VIP Loyalists,148.76,6.05,0.14,0.03,3,461.45,220.26999999999998,153.81666666666666,0.0,0.0,2025-02-18,2025-05-19,90,True
C03093,2024-08-27,Google,UK,Mobile,Steady Repeaters,85.85,3.2,0.25,0.05,6,565.05,302.76,94.175,0.0,0.0,2024-08-27,2025-04-30,246,True
C03094,2025-04-09,Facebook,UK,Mobile,Promo Shoppers,74.08,1.68,0.9,0.08,2,87.66,12.87,43.83,17.7,1.0,2025-04-09,2025-06-03,55,True
C03095,2024-05-06,Email,UK,Mobile,Promo Shoppers,95.49,3.48,0.59,0.08,5,478.03,193.44,95.606,0.0,0.4,2024-05-06,2024-11-18,196,True
C03096,2024-12-12,Google,US,Tablet,Steady Repeaters,82.39,3.2,0.25,0.05,4,260.83,131.55,65.2075,0.0,0.25,2024-12-12,2025-04-20,129,True
C03097,2025-04-07,Facebook,UK,Desktop,Seasonal Gifters,96.61,1.26,0.41,0.04,1,96.37,33.77,96.37,0.0,1.0,2025-04-07,2025-04-07,0,False
C03098,2024-09-21,Email,UK,Desktop,Steady Repeaters,114.21,4.64,0.21,0.05,5,615.36,347.81,123.072,0.0,0.0,2024-09-21,2025-02-25,157,True
C03099,2025-05-19,Organic,UK,Tablet,One-Time Buyers,72.07,1.21,0.43,0.07,1,63.64,20.35,63.64,0.0,1.0,2025-05-19,2025-05-19,0,False
C03100,2025-03-10,Email,UK,Mobile,Steady Repeaters,118.61,4.64,0.21,0.05,3,329.08,196.35,109.69333333333333,0.0,0.0,2025-03-10,2025-06-27,109,True
C03101,2024-04-22,Google,US,Mobile,One-Time Buyers,72.98,1.1,0.45,0.07,1,68.8,31.97,68.8,0.0,0.0,2024-04-22,2024-04-22,0,False
C03102,2024-03-04,Facebook,UK,Desktop,Promo Shoppers,58.15,1.68,0.9,0.08,2,90.7,-8.809999999999999,45.35,40.97,1.0,2024-03-04,2024-03-30,26,True
C03103,2025-04-11,Google,UK,Mobile,Seasonal Gifters,111.47,1.8,0.3,0.04,2,233.29,82.6,116.645,0.0,0.5,2025-04-11,2025-06-26,76,True
C03104,2024-07-12,Google,UK,Mobile,One-Time Buyers,69.28,1.1,0.45,0.07,1,39.61,19.03,39.61,0.0,1.0,2024-07-12,2024-07-12,0,False
C03105,2024-02-18,Google,UK,Desktop,Promo Shoppers,57.98,2.4,0.7,0.08,2,78.21000000000001,35.77,39.105000000000004,0.0,1.0,2024-02-18,2024-05-05,77,True
C03106,2025-01-15,Google,Germany,Mobile,Seasonal Gifters,108.6,1.8,0.3,0.04,1,88.23,54.61,88.23,0.0,1.0,2025-01-15,2025-01-15,0,False
C03107,2024-11-17,Google,UK,Mobile,VIP Loyalists,214.54,5.5,0.15,0.03,5,1073.9,608.48,214.78000000000003,0.0,0.0,2024-11-17,2025-05-25,189,True
C03108,2024-02-23,Email,US,Desktop,Steady Repeaters,94.16,4.64,0.21,0.05,5,463.58000000000004,250.03,92.71600000000001,0.0,0.0,2024-02-23,2024-09-02,192,True
C03109,2024-06-09,Google,UK,Tablet,Steady Repeaters,89.97,3.2,0.25,0.05,4,362.27,200.04,90.5675,0.0,0.25,2024-06-09,2024-10-21,134,True
C03110,2025-04-18,Facebook,UK,Mobile,Promo Shoppers,39.32,1.68,0.9,0.08,2,57.41,16.55,28.705,0.0,0.5,2025-04-18,2025-06-10,53,True
C03111,2024-06-16,Organic,France,Mobile,Steady Repeaters,76.9,3.52,0.24,0.05,6,485.07,170.61,80.845,81.57,0.0,2024-06-16,2025-04-15,303,True
C03112,2024-05-13,Facebook,Germany,Mobile,Steady Repeaters,75.18,2.24,0.34,0.05,1,81.9,39.49,81.9,0.0,0.0,2024-05-13,2024-05-13,0,False
C03113,2025-05-06,Google,UK,Mobile,One-Time Buyers,72.78,1.1,0.45,0.07,1,41.35,22.76,41.35,0.0,1.0,2025-05-06,2025-05-06,0,False
C03114,2024-08-05,Email,US,Mobile,One-Time Buyers,75.52,1.59,0.38,0.07,1,72.43,32.1,72.43,0.0,1.0,2024-08-05,2024-08-05,0,False
C03115,2025-05-11,Google,Germany,Mobile,One-Time Buyers,64.11,1.1,0.45,0.07,1,67.88,26.82,67.88,0.0,0.0,2025-05-11,2025-05-11,0,False
C03116,2025-02-15,Google,France,Mobile,Steady Repeaters,108.98,3.2,0.25,0.05,1,77.67,19.02,77.67,0.0,1.0,2025-02-15,2025-02-15,0,False
C03117,2025-05-01,Organic,UK,Mobile,Steady Repeaters,109.52,3.52,0.24,0.05,1,82.74,39.4,82.74,0.0,1.0,2025-05-01,2025-05-01,0,False
C03118,2025-04-29,Referral,UK,Mobile,One-Time Buyers,50.88,1.38,0.41,0.07,1,32.21,14.23,32.21,0.0,1.0,2025-04-29,2025-04-29,0,False
C03119,2024-11-14,Email,UK,Mobile,Seasonal Gifters,157.02,2.61,0.26,0.04,3,524.63,245.89000000000001,174.87666666666667,0.0,0.3333333333333333,2024-11-14,2025-05-07,174,True
C03120,2025-01-01,Google,UK,Mobile,Seasonal Gifters,73.58,1.8,0.3,0.04,1,46.05,-10.25,46.05,25.62,0.0,2025-01-01,2025-01-01,0,False
C03121,2025-02-19,Organic,US,Mobile,Seasonal Gifters,78.37,1.98,0.28,0.04,1,86.29,39.21,86.29,0.0,0.0,2025-02-19,2025-02-19,0,False
C03122,2024-07-09,Referral,UK,Mobile,Seasonal Gifters,89.04,2.25,0.27,0.04,4,439.33000000000004,208.67000000000002,109.83250000000001,0.0,0.0,2024-07-09,2025-05-21,316,True
C03123,2024-09-19,Facebook,UK,Mobile,Seasonal Gifters,70.89,1.26,0.41,0.04,1,47.5,16.81,47.5,0.0,1.0,2024-09-19,2024-09-19,0,False
C03124,2025-02-22,Organic,UK,Mobile,Seasonal Gifters,112.93,1.98,0.28,0.04,1,59.17,22.44,59.17,0.0,0.0,2025-02-22,2025-02-22,0,False
C03125,2024-10-29,Facebook,US,Mobile,Steady Repeaters,90.51,2.24,0.34,0.05,4,347.22,167.22,86.805,0.0,0.25,2024-10-29,2025-03-23,145,True
C03126,2024-03-03,Email,UK,Tablet,Seasonal Gifters,135.93,2.61,0.26,0.04,4,619.86,302.31,154.965,0.0,0.0,2024-03-03,2025-05-31,454,True
C03127,2024-06-27,Google,UK,Desktop,VIP Loyalists,127.12,5.5,0.15,0.03,6,834.5,413.48,139.08333333333334,0.0,0.3333333333333333,2024-06-27,2024-12-01,157,True
C03128,2025-01-12,Google,UK,Mobile,Promo Shoppers,75.97,2.4,0.7,0.08,2,106.53999999999999,-17.39,53.269999999999996,41.68,1.0,2025-01-12,2025-03-03,50,True
C03129,2025-01-21,Organic,Germany,Desktop,Promo Shoppers,86.09,2.64,0.66,0.08,4,256.06,77.74,64.015,0.0,0.75,2025-01-21,2025-06-19,149,True
C03130,2024-04-20,Facebook,UK,Desktop,Promo Shoppers,62.54,1.68,0.9,0.08,2,96.63,23.020000000000003,48.315,0.0,1.0,2024-04-20,2024-06-16,57,True
C03131,2025-04-17,Google,Germany,Desktop,Steady Repeaters,89.88,3.2,0.25,0.05,2,181.33,113.09,90.665,0.0,0.0,2025-04-17,2025-06-13,57,True
C03132,2024-09-16,Facebook,France,Desktop,Promo Shoppers,58.49,1.68,0.9,0.08,1,23.37,12.83,23.37,0.0,1.0,2024-09-16,2024-09-16,0,False
C03133,2025-06-21,Google,US,Mobile,One-Time Buyers,63.7,1.1,0.45,0.07,1,62.72,34.69,62.72,0.0,0.0,2025-06-21,2025-06-21,0,False
C03134,2024-02-15,Facebook,UK,Mobile,VIP Loyalists,114.88,3.85,0.2,0.03,4,403.74,202.39,100.935,0.0,0.5,2024-02-15,2024-05-23,98,True
C03135,2024-04-20,Email,US,Desktop,Promo Shoppers,107.05,3.48,0.59,0.08,1,83.61,-35.99,83.61,66.59,1.0,2024-04-20,2024-04-20,0,False
C03136,2024-12-26,Referral,UK,Mobile,Steady Repeaters,86.51,4.0,0.23,0.05,3,303.18,110.96,101.06,52.55,0.3333333333333333,2024-12-26,2025-05-03,128,True
C03137,2025-04-03,Referral,UK,Desktop,Promo Shoppers,80.0,3.0,0.63,0.08,1,76.79,47.68,76.79,0.0,0.0,2025-04-03,2025-04-03,0,False
C03138,2024-11-30,Facebook,France,Mobile,Steady Repeaters,107.68,2.24,0.34,0.05,2,221.22,82.47,110.61,0.0,0.5,2024-11-30,2025-01-27,58,True
C03139,2024-11-05,Email,UK,Mobile,Promo Shoppers,73.91,3.48,0.59,0.08,5,302.07,108.17999999999999,60.414,0.0,0.8,2024-11-05,2025-06-21,228,True
C03140,2024-07-18,Organic,US,Desktop,Promo Shoppers,83.06,2.64,0.66,0.08,2,100.44,7.869999999999999,50.22,22.9,1.0,2024-07-18,2024-09-11,55,True
C03141,2024-01-28,Facebook,UK,Mobile,Promo Shoppers,52.61,1.68,0.9,0.08,3,126.94,22.369999999999997,42.31333333333333,0.0,1.0,2024-01-28,2024-05-18,111,True
C03142,2024-08-14,Facebook,US,Mobile,One-Time Buyers,49.32,0.77,0.61,0.07,1,49.24,31.62,49.24,0.0,0.0,2024-08-14,2024-08-14,0,False
C03143,2024-05-01,Organic,UK,Mobile,Promo Shoppers,71.08,2.64,0.66,0.08,2,96.45,25.56,48.225,0.0,1.0,2024-05-01,2024-07-19,79,True
C03144,2024-09-03,Organic,Germany,Mobile,Steady Repeaters,79.74,3.52,0.24,0.05,6,434.57,191.92000000000002,72.42833333333333,0.0,0.3333333333333333,2024-09-03,2025-06-23,293,True
C03145,2025-01-29,Google,Germany,Mobile,Steady Repeaters,97.16,3.2,0.25,0.05,3,265.69,152.91,88.56333333333333,0.0,0.6666666666666666,2025-01-29,2025-05-08,99,True
C03146,2024-05-31,Organic,UK,Desktop,One-Time Buyers,42.34,1.21,0.43,0.07,1,31.44,-11.89,31.44,28.87,0.0,2024-05-31,2024-05-31,0,False
C03147,2024-06-05,Facebook,UK,Desktop,VIP Loyalists,147.27,3.85,0.2,0.03,3,341.2,163.07999999999998,113.73333333333333,0.0,0.6666666666666666,2024-06-05,2024-08-28,84,True
C03148,2024-05-26,Email,UK,Desktop,Promo Shoppers,108.69,3.48,0.59,0.08,4,359.05,156.23,89.7625,0.0,1.0,2024-05-26,2025-01-12,231,True
C03149,2024-07-16,Google,UK,Mobile,Steady Repeaters,93.88,3.2,0.25,0.05,3,288.81,155.01,96.27,0.0,0.3333333333333333,2024-07-16,2024-10-19,95,True
C03150,2024-04-21,Facebook,UK,Mobile,Seasonal Gifters,89.69,1.26,0.41,0.04,1,90.71,41.4,90.71,0.0,0.0,2024-04-21,2024-04-21,0,False
C03151,2024-02-09,Google,UK,Mobile,VIP Loyalists,134.18,5.5,0.15,0.03,6,851.75,468.42999999999995,141.95833333333334,0.0,0.0,2024-02-09,2024-08-07,180,True
C03152,2025-06-07,Email,UK,Desktop,VIP Loyalists,157.16,7.97,0.13,0.03,2,256.66,137.57,128.33,0.0,0.0,2025-06-07,2025-06-16,9,True
C03153,2024-02-25,Facebook,UK,Mobile,VIP Loyalists,84.08,3.85,0.2,0.03,3,325.35,153.79000000000002,108.45,0.0,0.0,2024-02-25,2024-04-30,65,True
C03154,2025-06-18,Referral,UK,Mobile,Promo Shoppers,72.14,3.0,0.63,0.08,1,85.45,-2.29,85.45,47.17,0.0,2025-06-18,2025-06-18,0,False
C03155,2024-03-16,Google,US,Mobile,One-Time Buyers,66.57,1.1,0.45,0.07,1,62.13,38.49,62.13,0.0,0.0,2024-03-16,2024-03-16,0,False
