order_id,customer_id,order_date,order_number,acquisition_channel,country,device_type,customer_segment,product_category,units,gross_revenue,discount_amount,net_revenue,shipping_revenue,cogs,fulfilment_cost,payment_fee,refund_amount,net_profit,profit_margin_pct,used_discount,order_status,days_since_prior_order
O007700,C03295,2024-05-29,1,Referral,US,Desktop,Promo Shoppers,Supplements,2,137.21,30.4,106.8,3.99,58.48,5.21,3.3,0.0,43.8,41.01,True,Completed,
O007701,C03295,2024-09-10,2,Referral,US,Desktop,Promo Shoppers,Home,1,102.8,33.07,69.73,2.99,53.15,3.55,2.22,0.0,13.79,19.78,True,Completed,104.0
O007702,C03295,2024-11-10,3,Referral,US,Desktop,Promo Shoppers,Beauty,3,160.31,36.43,123.88,0.0,64.81,5.65,3.79,0.0,49.62,40.05,True,Completed,61.0
O007703,C03296,2025-04-19,1,Organic,UK,Mobile,One-Time Buyers,Supplements,2,50.26,0.0,50.26,0.0,20.59,4.87,1.66,0.0,23.14,46.05,False,Completed,
O007704,C03297,2024-11-22,1,Organic,Germany,Mobile,Steady Repeaters,Supplements,1,82.83,0.0,82.83,0.0,33.84,3.61,2.6,0.0,42.78,51.65,False,Completed,
O007705,C03297,2025-01-20,2,Organic,Germany,Mobile,Steady Repeaters,Beauty,2,79.34,0.0,79.34,0.0,28.91,4.14,2.5,0.0,43.79,55.19,False,Completed,59.0
O007706,C03297,2025-03-12,3,Organic,Germany,Mobile,Steady Repeaters,Supplements,3,72.56,0.0,72.56,0.0,30.23,6.42,2.3,45.87,-12.26,-16.9,False,Completed,51.0
O007707,C03297,2025-05-05,4,Organic,Germany,Mobile,Steady Repeaters,Gift Sets,1,77.96,0.0,77.96,3.99,39.99,3.56,2.46,0.0,35.94,46.1,False,Completed,54.0
O007708,C03298,2025-04-29,1,Email,UK,Mobile,One-Time Buyers,Accessories,2,90.65,0.0,90.65,2.99,30.56,4.54,2.83,0.0,55.71,61.46,False,Completed,
O007709,C03299,2025-06-16,1,Organic,Germany,Mobile,Promo Shoppers,Home,2,76.52,13.76,62.76,0.0,44.11,4.95,2.02,0.0,11.69,18.62,True,Completed,
O007710,C03300,2024-10-19,1,Email,Germany,Desktop,VIP Loyalists,Supplements,1,171.77,0.0,171.77,3.99,67.16,3.36,5.18,0.0,100.06,58.25,False,Completed,
O007711,C03300,2024-12-05,2,Email,Germany,Desktop,VIP Loyalists,Home,1,217.2,0.0,217.2,0.0,124.17,3.67,6.5,0.0,82.86,38.15,False,Completed,47.0
O007712,C03300,2025-01-02,3,Email,Germany,Desktop,VIP Loyalists,Beauty,1,123.59,6.45,117.14,4.99,44.46,3.88,3.6,0.0,70.2,59.93,True,Completed,28.0
O007713,C03300,2025-01-15,4,Email,Germany,Desktop,VIP Loyalists,Beauty,2,122.84,0.0,122.84,3.99,46.86,4.41,3.76,0.0,71.8,58.45,False,Completed,13.0
O007714,C03300,2025-02-19,5,Email,Germany,Desktop,VIP Loyalists,Home,1,152.07,0.0,152.07,2.99,86.15,3.37,4.61,0.0,60.93,40.07,False,Completed,35.0
O007715,C03301,2025-06-04,1,Referral,Germany,Desktop,Steady Repeaters,Accessories,2,78.51,10.0,68.51,0.0,24.54,4.41,2.19,0.0,37.37,54.55,True,Completed,
O007716,C03302,2024-08-24,1,Referral,US,Desktop,Promo Shoppers,Home,1,34.86,0.0,34.86,3.99,18.85,3.43,1.21,0.0,15.35,44.05,False,Completed,
O007717,C03302,2024-10-16,2,Referral,US,Desktop,Promo Shoppers,Gift Sets,1,38.9,0.0,38.9,0.0,18.49,3.55,1.33,0.0,15.53,39.92,False,Completed,53.0
O007718,C03303,2025-06-04,1,Referral,France,Tablet,VIP Loyalists,Supplements,1,103.37,0.0,103.37,2.99,40.62,3.41,3.2,0.0,59.14,57.21,False,Completed,
O007719,C03304,2024-07-06,1,Google,US,Mobile,Promo Shoppers,Beauty,4,71.04,23.31,47.73,3.99,27.04,6.2,1.58,0.0,16.9,35.4,True,Completed,
O007720,C03304,2024-08-30,2,Google,US,Mobile,Promo Shoppers,Supplements,2,54.6,18.05,36.56,4.99,21.5,4.74,1.26,0.0,14.05,38.43,True,Completed,55.0
O007721,C03304,2024-10-20,3,Google,US,Mobile,Promo Shoppers,Gift Sets,3,104.92,18.74,86.18,0.0,53.23,6.41,2.7,0.0,23.83,27.66,True,Completed,51.0
O007722,C03304,2024-12-30,4,Google,US,Mobile,Promo Shoppers,Bundles,2,118.36,0.0,118.36,2.99,50.3,4.99,3.63,0.0,62.43,52.74,False,Completed,71.0
O007723,C03305,2024-03-28,1,Organic,Germany,Mobile,Seasonal Gifters,Supplements,2,105.33,0.0,105.33,0.0,45.88,5.0,3.25,0.0,51.2,48.61,False,Completed,
O007724,C03305,2024-07-10,2,Organic,Germany,Mobile,Seasonal Gifters,Supplements,2,100.83,16.92,83.92,0.0,44.82,5.13,2.63,59.0,-27.67,-32.97,True,Completed,104.0
O007725,C03305,2024-11-08,3,Organic,Germany,Mobile,Seasonal Gifters,Beauty,1,118.42,15.05,103.37,0.0,42.58,3.35,3.2,0.0,54.24,52.48,True,Completed,121.0
O007726,C03305,2025-02-09,4,Organic,Germany,Mobile,Seasonal Gifters,Accessories,1,109.31,19.24,90.07,0.0,34.12,3.88,2.81,0.0,49.25,54.69,True,Completed,93.0
O007727,C03305,2025-06-26,5,Organic,Germany,Mobile,Seasonal Gifters,Gift Sets,3,86.34,0.0,86.34,0.0,41.84,5.77,2.7,0.0,36.03,41.73,False,Completed,137.0
O007728,C03306,2024-08-08,1,Organic,UK,Desktop,VIP Loyalists,Home,2,143.04,0.0,143.04,0.0,82.66,4.6,4.35,0.0,51.42,35.95,False,Completed,
O007729,C03306,2024-08-22,2,Organic,UK,Desktop,VIP Loyalists,Beauty,2,132.31,0.0,132.31,2.99,52.91,4.13,4.04,0.0,74.22,56.1,False,Completed,14.0
O007730,C03306,2024-10-06,3,Organic,UK,Desktop,VIP Loyalists,Home,2,178.95,0.0,178.95,0.0,104.07,4.44,5.39,140.01,-74.96,-41.89,False,Completed,45.0
O007731,C03306,2024-11-06,4,Organic,UK,Desktop,VIP Loyalists,Gift Sets,3,172.06,0.0,172.06,0.0,85.05,5.86,5.19,0.0,75.96,44.15,False,Completed,31.0
O007732,C03306,2024-11-29,5,Organic,UK,Desktop,VIP Loyalists,Gift Sets,1,150.46,0.0,150.46,4.99,77.57,3.64,4.56,136.94,-67.26,-44.7,False,Completed,23.0
O007733,C03306,2025-01-14,6,Organic,UK,Desktop,VIP Loyalists,Bundles,1,110.84,8.65,102.19,2.99,52.01,3.36,3.16,0.0,46.66,45.66,True,Completed,46.0
O007734,C03306,2025-01-21,7,Organic,UK,Desktop,VIP Loyalists,Beauty,1,132.07,0.0,132.07,3.99,51.34,3.34,4.03,0.0,77.34,58.56,False,Completed,7.0
O007735,C03306,2025-02-15,8,Organic,UK,Desktop,VIP Loyalists,Gift Sets,2,105.39,0.0,105.39,0.0,51.0,4.16,3.26,0.0,46.97,44.57,False,Completed,25.0
O007736,C03306,2025-03-09,9,Organic,UK,Desktop,VIP Loyalists,Supplements,3,120.9,0.0,120.9,0.0,48.6,5.77,3.71,0.0,62.83,51.97,False,Completed,22.0
O007737,C03307,2025-01-04,1,Facebook,UK,Mobile,One-Time Buyers,Bundles,1,31.86,4.78,27.08,3.99,15.24,3.7,0.99,0.0,11.14,41.15,True,Completed,
O007738,C03308,2024-12-20,1,Google,UK,Mobile,One-Time Buyers,Beauty,2,67.09,13.12,53.97,3.99,26.41,5.11,1.77,0.0,24.67,45.72,True,Completed,
O007739,C03309,2025-03-27,1,Referral,UK,Mobile,Promo Shoppers,Accessories,1,68.21,0.0,68.21,2.99,21.59,3.64,2.18,0.0,43.79,64.2,False,Completed,
O007740,C03309,2025-06-07,2,Referral,UK,Mobile,Promo Shoppers,Home,2,50.76,15.8,34.97,0.0,27.18,4.66,1.21,0.0,1.91,5.46,True,Completed,72.0
O007741,C03310,2024-01-27,1,Google,UK,Mobile,One-Time Buyers,Beauty,2,76.3,10.14,66.16,0.0,30.72,4.8,2.12,0.0,28.52,43.11,True,Completed,
O007742,C03311,2024-09-24,1,Email,UK,Mobile,Promo Shoppers,Beauty,3,74.73,0.0,74.73,0.0,27.72,6.68,2.37,0.0,37.96,50.8,False,Completed,
O007743,C03311,2024-11-28,2,Email,UK,Mobile,Promo Shoppers,Accessories,1,72.6,21.12,51.48,0.0,22.22,3.42,1.69,46.08,-21.94,-42.62,True,Completed,65.0
O007744,C03312,2024-07-18,1,Google,UK,Desktop,Promo Shoppers,Supplements,1,54.14,11.82,42.32,2.99,23.08,3.39,1.43,0.0,17.41,41.14,True,Completed,
O007745,C03312,2024-09-17,2,Google,UK,Desktop,Promo Shoppers,Beauty,2,71.24,0.0,71.24,0.0,26.24,4.89,2.27,0.0,37.85,53.12,False,Completed,61.0
O007746,C03313,2025-03-05,1,Facebook,France,Desktop,One-Time Buyers,Bundles,1,42.32,5.09,37.23,2.99,18.72,3.58,1.28,0.0,16.65,44.71,True,Partially Refunded,
O007747,C03314,2024-03-02,1,Google,Germany,Mobile,Seasonal Gifters,Bundles,1,69.54,9.45,60.1,0.0,31.53,3.58,1.94,0.0,23.04,38.34,True,Completed,
O007748,C03315,2024-05-05,1,Organic,France,Mobile,Steady Repeaters,Home,1,72.68,0.0,72.68,2.99,41.2,3.41,2.31,0.0,28.76,39.56,False,Completed,
O007749,C03315,2024-06-12,2,Organic,France,Mobile,Steady Repeaters,Gift Sets,1,79.35,0.0,79.35,3.99,39.95,3.31,2.5,0.0,37.58,47.36,False,Completed,38.0
O007750,C03315,2024-07-03,3,Organic,France,Mobile,Steady Repeaters,Accessories,1,55.06,0.0,55.06,0.0,17.53,3.86,1.8,0.0,31.88,57.9,False,Completed,21.0
O007751,C03315,2024-09-04,4,Organic,France,Mobile,Steady Repeaters,Supplements,2,81.74,0.0,81.74,3.99,36.5,4.24,2.57,0.0,42.42,51.89,False,Completed,63.0
O007752,C03315,2024-10-20,5,Organic,France,Mobile,Steady Repeaters,Beauty,3,83.16,0.0,83.16,0.0,29.71,4.97,2.61,0.0,45.86,55.15,False,Completed,46.0
O007753,C03316,2024-12-04,1,Referral,UK,Mobile,Promo Shoppers,Home,4,160.7,0.0,160.7,0.0,92.8,6.26,4.86,0.0,56.77,35.33,False,Completed,
O007754,C03316,2025-02-11,2,Referral,UK,Mobile,Promo Shoppers,Supplements,1,81.88,23.51,58.37,3.99,34.58,3.66,1.89,0.0,22.23,38.08,True,Completed,69.0
O007755,C03316,2025-03-16,3,Referral,UK,Mobile,Promo Shoppers,Home,3,102.3,0.0,102.3,0.0,55.6,6.44,3.17,0.0,37.1,36.26,False,Partially Refunded,33.0
O007756,C03317,2024-07-14,1,Facebook,UK,Desktop,Promo Shoppers,Accessories,3,48.62,9.12,39.5,4.99,15.74,4.92,1.35,0.0,22.48,56.92,True,Completed,
O007757,C03318,2025-01-09,1,Google,UK,Mobile,VIP Loyalists,Supplements,1,121.98,0.0,121.98,0.0,53.97,3.57,3.74,0.0,60.7,49.76,False,Completed,
O007758,C03318,2025-01-16,2,Google,UK,Mobile,VIP Loyalists,Home,2,100.27,0.0,100.27,0.0,53.03,4.56,3.11,0.0,39.58,39.47,False,Completed,7.0
O007759,C03318,2025-03-03,3,Google,UK,Mobile,VIP Loyalists,Beauty,1,138.71,0.0,138.71,3.99,53.02,3.73,4.22,0.0,81.73,58.92,False,Completed,46.0
O007760,C03318,2025-04-03,4,Google,UK,Mobile,VIP Loyalists,Beauty,1,105.42,0.0,105.42,0.0,39.42,3.57,3.26,83.06,-23.88,-22.65,False,Completed,31.0
O007761,C03319,2025-01-02,1,Google,UK,Mobile,Seasonal Gifters,Supplements,1,64.92,0.0,64.92,0.0,27.73,3.81,2.08,0.0,31.29,48.2,False,Completed,
O007762,C03320,2024-03-28,1,Organic,UK,Desktop,VIP Loyalists,Gift Sets,2,156.08,0.0,156.08,3.99,74.5,4.19,4.73,0.0,76.66,49.12,False,Completed,
O007763,C03320,2024-04-26,2,Organic,UK,Desktop,VIP Loyalists,Supplements,2,174.7,0.0,174.7,0.0,70.43,5.06,5.27,0.0,93.94,53.77,False,Completed,29.0
O007764,C03320,2024-05-13,3,Organic,UK,Desktop,VIP Loyalists,Beauty,1,155.94,0.0,155.94,0.0,61.93,3.33,4.72,0.0,85.95,55.12,False,Completed,17.0
O007765,C03321,2024-08-08,1,Referral,Germany,Mobile,One-Time Buyers,Supplements,4,53.32,7.15,46.16,3.99,23.05,7.1,1.54,0.0,18.45,39.98,True,Completed,
O007766,C03322,2025-03-11,1,Organic,UK,Mobile,Steady Repeaters,Bundles,3,94.17,0.0,94.17,0.0,43.91,5.34,2.93,0.0,41.98,44.58,False,Completed,
O007767,C03322,2025-04-29,2,Organic,UK,Mobile,Steady Repeaters,Supplements,3,96.12,0.0,96.12,0.0,41.99,6.38,2.99,0.0,44.76,46.57,False,Completed,49.0
O007768,C03322,2025-06-03,3,Organic,UK,Mobile,Steady Repeaters,Beauty,1,79.29,0.0,79.29,2.99,29.56,3.4,2.5,0.0,46.82,59.05,False,Completed,35.0
O007769,C03323,2024-06-23,1,Organic,Germany,Mobile,Steady Repeaters,Accessories,1,61.13,5.71,55.42,0.0,20.09,3.58,1.81,0.0,29.94,54.01,True,Completed,
O007770,C03323,2024-08-23,2,Organic,Germany,Mobile,Steady Repeaters,Supplements,2,92.83,0.0,92.83,3.99,40.07,5.11,2.89,0.0,48.75,52.52,False,Completed,61.0
O007771,C03323,2024-10-27,3,Organic,Germany,Mobile,Steady Repeaters,Supplements,2,67.09,0.0,67.09,2.99,27.41,4.91,2.15,0.0,35.61,53.08,False,Partially Refunded,65.0
O007772,C03323,2024-12-08,4,Organic,Germany,Mobile,Steady Repeaters,Home,1,117.49,0.0,117.49,0.0,60.35,3.65,3.61,0.0,49.87,42.45,False,Completed,42.0
O007773,C03323,2025-02-07,5,Organic,Germany,Mobile,Steady Repeaters,Beauty,1,27.28,0.0,27.28,0.0,9.7,3.34,0.99,0.0,13.25,48.56,False,Completed,61.0
O007774,C03323,2025-04-05,6,Organic,Germany,Mobile,Steady Repeaters,Beauty,1,36.92,0.0,36.92,4.99,14.17,3.52,1.27,0.0,22.95,62.16,False,Completed,57.0
O007775,C03324,2025-05-23,1,Facebook,US,Mobile,Seasonal Gifters,Gift Sets,1,65.13,0.0,65.13,4.99,33.35,3.49,2.09,0.0,31.19,47.9,False,Completed,
O007776,C03325,2024-03-12,1,Google,UK,Desktop,Steady Repeaters,Home,1,94.86,0.0,94.86,2.99,50.99,3.57,2.95,0.0,40.35,42.53,False,Completed,
O007777,C03325,2024-05-28,2,Google,UK,Desktop,Steady Repeaters,Beauty,1,115.83,0.0,115.83,4.99,45.47,3.55,3.56,0.0,68.24,58.92,False,Completed,77.0
O007778,C03326,2025-05-17,1,Google,UK,Desktop,Steady Repeaters,Accessories,2,82.02,0.0,82.02,0.0,25.6,4.3,2.58,0.0,49.54,60.4,False,Completed,
O007779,C03327,2025-05-13,1,Facebook,US,Mobile,Steady Repeaters,Supplements,2,81.04,0.0,81.04,0.0,31.74,4.13,2.55,0.0,42.62,52.6,False,Completed,
O007780,C03328,2024-04-21,1,Referral,UK,Mobile,Steady Repeaters,Home,1,92.34,7.6,84.74,3.99,49.06,3.89,2.66,0.0,33.13,39.09,True,Completed,
O007781,C03328,2024-05-27,2,Referral,UK,Mobile,Steady Repeaters,Bundles,1,104.57,0.0,104.57,2.99,44.04,3.53,3.23,0.0,56.75,54.27,False,Completed,36.0
O007782,C03328,2024-07-13,3,Referral,UK,Mobile,Steady Repeaters,Beauty,1,97.26,0.0,97.26,0.0,38.81,3.8,3.02,0.0,51.63,53.09,False,Completed,47.0
O007783,C03328,2024-09-24,4,Referral,UK,Mobile,Steady Repeaters,Home,1,102.85,0.0,102.85,3.99,58.91,3.36,3.18,0.0,41.39,40.24,False,Completed,73.0
O007784,C03328,2024-11-12,5,Referral,UK,Mobile,Steady Repeaters,Supplements,2,110.42,0.0,110.42,2.99,47.16,4.62,3.4,0.0,58.23,52.73,False,Partially Refunded,49.0
O007785,C03329,2024-01-22,1,Facebook,US,Tablet,Steady Repeaters,Gift Sets,2,74.87,0.0,74.87,4.99,38.56,4.83,2.37,0.0,34.1,45.54,False,Completed,
O007786,C03329,2024-03-15,2,Facebook,US,Tablet,Steady Repeaters,Gift Sets,1,105.37,0.0,105.37,0.0,54.53,3.56,3.26,0.0,44.03,41.78,False,Completed,53.0
O007787,C03330,2025-01-31,1,Referral,UK,Mobile,Promo Shoppers,Bundles,1,78.95,0.0,78.95,3.99,35.98,3.33,2.49,0.0,41.13,52.1,False,Completed,
O007788,C03330,2025-04-02,2,Referral,UK,Mobile,Promo Shoppers,Beauty,3,120.3,34.13,86.17,0.0,44.01,5.48,2.7,0.0,33.98,39.43,True,Completed,61.0
O007789,C03331,2024-06-19,1,Google,UK,Mobile,Steady Repeaters,Home,2,96.43,0.0,96.43,0.0,49.87,5.14,3.0,0.0,38.43,39.85,False,Completed,
O007790,C03331,2024-08-15,2,Google,UK,Mobile,Steady Repeaters,Bundles,1,116.95,16.27,100.68,3.99,51.89,3.67,3.12,0.0,45.99,45.68,True,Completed,57.0
O007791,C03331,2024-10-12,3,Google,UK,Mobile,Steady Repeaters,Home,1,133.12,0.0,133.12,0.0,77.5,3.43,4.06,0.0,48.13,36.15,False,Completed,58.0
O007792,C03331,2024-12-16,4,Google,UK,Mobile,Steady Repeaters,Accessories,1,180.74,0.0,180.74,0.0,56.49,3.87,5.44,0.0,114.93,63.59,False,Completed,65.0
O007793,C03332,2024-03-24,1,Organic,UK,Desktop,VIP Loyalists,Beauty,3,104.62,0.0,104.62,4.99,41.33,6.26,3.23,0.0,58.79,56.19,False,Completed,
O007794,C03332,2024-05-21,2,Organic,UK,Desktop,VIP Loyalists,Beauty,1,105.97,0.0,105.97,0.0,38.96,3.52,3.27,0.0,60.22,56.83,False,Completed,58.0
O007795,C03332,2024-06-27,3,Organic,UK,Desktop,VIP Loyalists,Accessories,1,103.6,0.0,103.6,0.0,32.79,3.37,3.2,0.0,64.24,62.0,False,Completed,37.0
O007796,C03332,2024-08-03,4,Organic,UK,Desktop,VIP Loyalists,Bundles,2,68.85,0.0,68.85,0.0,30.43,5.11,2.2,0.0,31.11,45.18,False,Completed,37.0
O007797,C03332,2024-09-02,5,Organic,UK,Desktop,VIP Loyalists,Supplements,1,83.92,0.0,83.92,0.0,35.62,3.48,2.63,0.0,42.18,50.26,False,Completed,30.0
O007798,C03333,2024-04-09,1,Google,UK,Tablet,Steady Repeaters,Beauty,3,132.39,0.0,132.39,3.99,49.04,5.63,4.04,0.0,77.67,58.67,False,Completed,
O007799,C03333,2024-05-26,2,Google,UK,Tablet,Steady Repeaters,Beauty,2,78.64,0.0,78.64,3.99,30.14,4.33,2.48,0.0,45.68,58.09,False,Completed,47.0
O007800,C03334,2024-11-24,1,Organic,France,Mobile,Promo Shoppers,Bundles,1,118.8,37.52,81.29,0.0,56.83,3.39,2.56,0.0,18.5,22.76,True,Completed,
O007801,C03335,2024-06-27,1,Email,UK,Mobile,One-Time Buyers,Home,1,57.22,7.07,50.15,3.99,31.44,3.86,1.65,0.0,17.19,34.28,True,Completed,
O007802,C03336,2024-11-24,1,Organic,UK,Desktop,Promo Shoppers,Home,1,118.12,0.0,118.12,3.99,68.24,3.64,3.63,0.0,46.6,39.45,False,Completed,
O007803,C03337,2024-12-30,1,Organic,Germany,Desktop,One-Time Buyers,Supplements,1,98.15,0.0,98.15,4.99,43.18,3.76,3.05,0.0,53.16,54.16,False,Completed,
O007804,C03338,2024-11-01,1,Organic,US,Mobile,Steady Repeaters,Gift Sets,1,77.81,0.0,77.81,4.99,39.94,3.66,2.46,0.0,36.75,47.23,False,Completed,
O007805,C03338,2024-12-04,2,Organic,US,Mobile,Steady Repeaters,Home,3,97.83,0.0,97.83,0.0,52.36,6.68,3.04,94.63,-58.87,-60.18,False,Completed,33.0
O007806,C03338,2025-01-09,3,Organic,US,Mobile,Steady Repeaters,Home,1,79.83,0.0,79.83,3.99,42.59,3.41,2.52,41.39,-6.08,-7.61,False,Completed,36.0
O007807,C03338,2025-02-23,4,Organic,US,Mobile,Steady Repeaters,Beauty,1,67.7,0.0,67.7,0.0,27.44,3.8,2.16,0.0,34.29,50.66,False,Refunded,45.0
O007808,C03338,2025-04-14,5,Organic,US,Mobile,Steady Repeaters,Beauty,2,64.71,8.02,56.69,2.99,25.04,4.17,1.84,0.0,28.63,50.51,True,Completed,50.0
O007809,C03338,2025-06-04,6,Organic,US,Mobile,Steady Repeaters,Accessories,1,91.83,0.0,91.83,2.99,30.05,3.69,2.86,66.85,-8.65,-9.41,False,Completed,51.0
O007810,C03339,2024-02-02,1,Organic,UK,Mobile,Seasonal Gifters,Accessories,1,74.42,6.6,67.81,3.99,22.42,3.84,2.17,0.0,43.38,63.97,True,Completed,
O007811,C03339,2024-05-04,2,Organic,UK,Mobile,Seasonal Gifters,Bundles,1,99.89,0.0,99.89,2.99,47.49,3.34,3.1,0.0,48.96,49.02,False,Completed,92.0
O007812,C03340,2024-07-14,1,Referral,US,Desktop,One-Time Buyers,Bundles,2,70.11,13.27,56.83,0.0,30.31,4.95,1.85,0.0,19.72,34.7,True,Refunded,
O007813,C03341,2025-06-22,1,Referral,Germany,Desktop,VIP Loyalists,Bundles,1,124.4,0.0,124.4,0.0,52.56,3.66,3.81,0.0,64.37,51.74,False,Completed,
O007814,C03342,2025-05-20,1,Organic,UK,Desktop,Steady Repeaters,Supplements,1,126.72,0.0,126.72,0.0,49.71,3.41,3.87,0.0,69.72,55.02,False,Completed,
O007815,C03343,2024-11-07,1,Organic,US,Mobile,Steady Repeaters,Home,1,108.11,0.0,108.11,4.99,60.68,3.85,3.34,0.0,45.23,41.84,False,Completed,
O007816,C03343,2025-01-04,2,Organic,US,Mobile,Steady Repeaters,Beauty,1,101.13,0.0,101.13,3.99,40.26,3.82,3.13,0.0,57.9,57.25,False,Completed,58.0
O007817,C03344,2024-09-04,1,Referral,UK,Tablet,Promo Shoppers,Beauty,4,81.68,0.0,81.68,0.0,29.39,7.47,2.57,0.0,42.25,51.73,False,Completed,
O007818,C03344,2024-11-01,2,Referral,UK,Tablet,Promo Shoppers,Supplements,1,116.45,0.0,116.45,4.99,50.19,3.39,3.58,0.0,64.29,55.2,False,Completed,58.0
O007819,C03344,2025-01-25,3,Referral,UK,Tablet,Promo Shoppers,Home,4,65.57,0.0,65.57,2.99,35.72,6.49,2.1,0.0,24.24,36.97,False,Completed,85.0
O007820,C03344,2025-03-19,4,Referral,UK,Tablet,Promo Shoppers,Gift Sets,1,96.28,0.0,96.28,3.99,50.3,3.53,2.99,0.0,43.43,45.11,False,Completed,53.0
O007821,C03344,2025-05-06,5,Referral,UK,Tablet,Promo Shoppers,Accessories,3,101.38,0.0,101.38,2.99,32.85,6.67,3.14,0.0,61.72,60.87,False,Completed,48.0
O007822,C03344,2025-06-30,6,Referral,UK,Tablet,Promo Shoppers,Supplements,3,104.01,28.41,75.6,0.0,41.7,5.88,2.39,0.0,25.63,33.9,True,Refunded,55.0
O007823,C03345,2024-11-11,1,Organic,Germany,Desktop,Seasonal Gifters,Accessories,2,116.92,13.77,103.15,0.0,35.09,4.38,3.19,0.0,60.49,58.65,True,Completed,
O007824,C03345,2025-04-24,2,Organic,Germany,Desktop,Seasonal Gifters,Gift Sets,1,121.9,11.26,110.63,0.0,60.19,3.84,3.41,0.0,43.19,39.04,True,Completed,164.0
O007825,C03346,2025-06-11,1,Facebook,UK,Mobile,Steady Repeaters,Gift Sets,2,77.39,0.0,77.39,4.99,36.53,4.2,2.44,0.0,39.2,50.65,False,Completed,
O007826,C03346,2025-06-21,2,Facebook,UK,Mobile,Steady Repeaters,Home,1,90.04,0.0,90.04,0.0,51.11,3.88,2.81,52.05,-19.82,-22.01,False,Completed,10.0
O007827,C03347,2024-12-26,1,Email,UK,Desktop,One-Time Buyers,Gift Sets,4,69.93,13.43,56.5,0.0,36.34,7.61,1.84,0.0,10.71,18.96,True,Partially Refunded,
O007828,C03348,2025-03-19,1,Facebook,France,Desktop,Steady Repeaters,Bundles,1,133.98,0.0,133.98,3.99,57.29,3.41,4.09,0.0,73.19,54.63,False,Completed,
O007829,C03348,2025-05-25,2,Facebook,France,Desktop,Steady Repeaters,Beauty,1,85.84,0.0,85.84,0.0,34.64,3.87,2.69,0.0,44.63,52.0,False,Completed,67.0
O007830,C03349,2025-04-03,1,Facebook,UK,Mobile,VIP Loyalists,Supplements,2,159.46,0.0,159.46,0.0,65.78,4.95,4.82,0.0,83.9,52.62,False,Completed,
O007831,C03349,2025-05-02,2,Facebook,UK,Mobile,VIP Loyalists,Bundles,1,126.94,0.0,126.94,3.99,56.33,3.44,3.88,0.0,67.27,53.0,False,Completed,29.0
O007832,C03349,2025-06-02,3,Facebook,UK,Mobile,VIP Loyalists,Beauty,1,91.86,0.0,91.86,0.0,34.73,3.6,2.86,0.0,50.67,55.16,False,Completed,31.0
O007833,C03349,2025-06-11,4,Facebook,UK,Mobile,VIP Loyalists,Accessories,1,138.95,0.0,138.95,3.99,47.1,3.82,4.23,0.0,87.79,63.19,False,Completed,9.0
O007834,C03350,2024-12-05,1,Google,US,Mobile,Steady Repeaters,Beauty,1,119.28,0.0,119.28,4.99,44.36,3.76,3.66,0.0,72.49,60.77,False,Completed,
O007835,C03350,2025-01-20,2,Google,US,Mobile,Steady Repeaters,Beauty,2,144.55,12.69,131.85,0.0,57.09,5.28,4.02,0.0,65.46,49.65,True,Completed,46.0
O007836,C03350,2025-03-08,3,Google,US,Mobile,Steady Repeaters,Gift Sets,1,102.08,0.0,102.08,3.99,49.63,3.6,3.16,97.72,-48.04,-47.06,False,Completed,47.0
O007837,C03351,2024-08-04,1,Organic,UK,Mobile,Seasonal Gifters,Gift Sets,1,117.6,0.0,117.6,4.99,59.54,3.87,3.61,0.0,55.56,47.25,False,Completed,
O007838,C03351,2024-12-22,2,Organic,UK,Mobile,Seasonal Gifters,Accessories,1,204.69,29.55,175.14,0.0,62.12,3.65,5.28,0.0,104.09,59.43,True,Completed,140.0
O007839,C03351,2025-04-20,3,Organic,UK,Mobile,Seasonal Gifters,Home,3,149.88,18.41,131.47,0.0,86.25,6.56,4.01,0.0,34.65,26.35,True,Completed,119.0
O007840,C03352,2024-05-30,1,Email,UK,Mobile,One-Time Buyers,Beauty,4,66.49,11.41,55.09,2.99,24.59,7.05,1.8,0.0,24.64,44.73,True,Completed,
O007841,C03353,2025-05-28,1,Referral,UK,Tablet,Seasonal Gifters,Home,3,120.84,0.0,120.84,0.0,65.32,5.59,3.7,0.0,46.22,38.25,False,Completed,
O007842,C03354,2024-09-14,1,Referral,US,Desktop,Seasonal Gifters,Gift Sets,1,85.2,0.0,85.2,0.0,39.99,3.76,2.67,0.0,38.78,45.52,False,Completed,
O007843,C03354,2025-03-14,2,Referral,US,Desktop,Seasonal Gifters,Home,1,95.8,0.0,95.8,3.99,55.8,3.56,2.98,0.0,37.45,39.09,False,Refunded,181.0
O007844,C03354,2025-05-07,3,Referral,US,Desktop,Seasonal Gifters,Bundles,1,69.5,0.0,69.5,4.99,33.01,3.7,2.22,0.0,35.56,51.18,False,Completed,54.0
O007845,C03355,2024-05-28,1,Referral,UK,Mobile,One-Time Buyers,Bundles,1,60.63,0.0,60.63,3.99,28.21,3.49,1.96,0.0,30.97,51.08,False,Completed,
O007846,C03356,2024-12-04,1,Facebook,UK,Desktop,Steady Repeaters,Home,1,104.33,0.0,104.33,3.99,60.28,3.55,3.23,0.0,41.26,39.55,False,Completed,
